cntr_01,dist_x,pang_x,ra_01,dec_01,reqkey,tn,object,ra,dec,irac8,irac8u,iras12,iras12u,irs16,irs16u,irs22,irs22u,mips24,mips24u,iras25,iras25u,mips24_irac8,mips24_irs16,irs16_irac8,iras25_iras12,ra_sl,dec_sl,pa_sl,ra_ll,dec_ll,pa_ll,date_obs,campname,bandpass,oflag,ratio_sl2_sl1,ratio_sl1_ll2,ratio_ll2_ll1,ra_rqst,dec_rqst,ra_del,dec_del,width_sl2,width_sl1,width_ll2,width_ll1,xtable,enhid,campid,obsrvr,progid,wave_min,wave_max
758,null,null,3.1406818500E+02,-4.7246567000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
759,null,null,3.1500415300E+02,4.3036367000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
760,null,null,3.1559912700E+02,-2.8174635000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
761,null,null,3.1729156100E+02,-9.6707718000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
762,null,null,3.1738280900E+02,3.5549340800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
763,null,null,3.1850477700E+02,8.2080091900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
764,null,null,3.1904295700E+02,2.5283655800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
765,null,null,3.1944875500E+02,5.1649105200E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
766,null,null,3.1987136600E+02,3.3549169600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
767,0.308339,100.426224,3.2093578700E+02,2.5074385500E+01,11307264,1,3C433,320.93588,25.07437,4.089E-02,6.534E-04,5.124E-02,9.674E-04,9.685E-02,1.655E-03,1.293E-01,2.258E-03,1.323E-01,2.542E-03,1.373E-01,2.492E-03,3.2355,1.3660,2.3685,2.6795,320.93588,25.07437,125.96474,320.93601,25.07434,42.22471,2005-07-13 16:10:00,IRSX005200,IRS Merged 5.217-37.86um,15,0.901,0.950,0.903,320.93582,25.07419,0.00004,0.00018,2.42,2.82,7.06,8.40,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r11307264/enhanced/SPITZER_S5_11307264_01_merge.tbl"">Table spectrum</a><br />",3585,792,"Antonucci, Robert",3624,5.21725,37.86356
768,null,null,3.2116398300E+02,5.0973848700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
769,null,null,3.2193915500E+02,5.6943046100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
770,0.360715,41.538261,3.2230076100E+02,-1.5644765000E+01,14757888,1,[HB89]2126-158,322.30084,-15.64469,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,322.30084,-15.64469,-108.42574,2005-11-21 13:32:30,IRSX005800,IRS Merged 20.75-37.86um,8,null,null,null,322.30075,-15.64472,0.00007,0.00003,null,null,null,8.26,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX005800/r14757888/enhanced/SPITZER_S5_14757888_01_merge.tbl"">Table spectrum</a><br />",6627,810,"Maiolino, Roberto",20493,20.75883,37.86356
771,null,null,3.2300919000E+02,-3.3714948000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
772,null,null,3.2368807100E+02,-2.7432078000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
773,null,null,3.2397510800E+02,4.7472750900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
774,null,null,3.2409626900E+02,-6.2400159000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
775,null,null,3.2421963700E+02,-6.4634381000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
776,null,null,3.2443831800E+02,-1.4548818000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
777,null,null,3.2463930300E+02,3.2084944700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
778,null,null,3.2493733700E+02,5.9837522200E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
779,null,null,3.2638673500E+02,1.1048631600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
780,null,null,3.2702275300E+02,6.9607346000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
781,0.324086,49.888772,3.2708136600E+02,-3.4951248000E+01,18507008,1,IC5135,327.08145,-34.95119,1.631E-01,2.437E-03,2.546E-01,4.642E-03,5.874E-01,9.901E-03,1.395E+00,2.287E-02,1.515E+00,2.769E-02,1.591E+00,2.753E-02,9.2888,2.5792,3.6015,6.2490,327.08145,-34.95119,-31.79232,327.08130,-34.95122,-115.53230,2006-11-17 23:26:27,IRSX007600,IRS Merged 5.217-37.86um,15,0.592,0.761,0.845,327.08124,-34.95167,0.00016,0.00048,2.96,3.05,7.56,9.07,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007600/r18507008/enhanced/SPITZER_S5_18507008_01_merge.tbl"">Table spectrum</a><br />",9414,1073,"Gorjian, Varoujan",30572,5.21725,37.86356
782,null,null,3.2749196000E+02,-1.8989947000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
783,null,null,3.2798134700E+02,-3.0464872000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
784,null,null,3.2906346900E+02,1.7381273600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
785,null,null,3.2927494200E+02,-6.9689906000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
786,null,null,3.2936159700E+02,-6.1715626000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
787,0.465876,21.385484,3.3017229200E+02,1.0552239500E+01,26490112,1,UGC 11871,330.17233,10.55236,1.058E-01,1.849E-03,1.343E-01,2.681E-03,2.371E-01,4.564E-03,4.065E-01,7.551E-03,4.344E-01,8.568E-03,4.626E-01,8.709E-03,4.1059,1.8321,2.2410,3.4445,330.17233,10.55236,148.34428,330.17218,10.55236,64.60428,2008-07-11 14:50:14,IRSX011400,IRS Merged 5.217-37.86um,15,0.609,0.845,0.869,330.17242,10.55242,-0.00007,-0.00006,2.79,3.08,5.88,9.43,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26490112/enhanced/SPITZER_S5_26490112_01_merge.tbl"">Table spectrum</a><br />",15243,1466,"Weaver, Kimberly",50588,5.21725,37.86356
788,null,null,3.3043140100E+02,5.0815700000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
789,0.272810,47.701229,3.3050789400E+02,-3.1869591000E+01,4856064,1,NGC7172,330.50797,-31.86954,1.688E-01,2.491E-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,330.50797,-31.86954,152.12093,null,null,null,2004-05-15 07:13:46,IRSX003100,IRS Merged 5.217-14.22um,3,0.768,null,null,330.50793,-31.86972,0.00004,0.00018,2.85,3.05,null,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003100/r4856064/enhanced/SPITZER_S5_4856064_01_merge.tbl"">Table spectrum</a><br />",801,723,"Werner, Michael",86,5.21725,14.22932
790,0.338354,-111.731791,3.3068038800E+02,4.2277754800E+01,4670208,1,1JY-BLLac,330.68027,42.27772,1.454E-01,2.729E-03,1.837E-01,3.659E-03,2.330E-01,4.267E-03,2.900E-01,5.266E-03,2.904E-01,5.669E-03,2.970E-01,5.574E-03,1.9972,1.2464,1.6025,1.6168,330.68027,42.27772,-36.14148,330.68039,42.27761,-119.88341,2003-12-17 03:54:56,IRSX002500,IRS Merged 5.217-37.86um,15,0.946,0.975,0.957,330.68039,42.27777,-0.00008,-0.00005,2.39,2.76,6.55,8.48,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX002500/r4670208/enhanced/SPITZER_S5_4670208_01_merge.tbl"">Table spectrum</a><br />",705,705,"Rieke, George",82,5.21725,37.86356
791,0.377755,-54.924292,3.3081242100E+02,3.1760639700E+01,22198016,1,4C31.63,330.81232,31.76070,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,330.81232,31.76070,-11.55304,null,null,null,2007-12-08 08:19:18,IRSX010000,IRS Merged 7.576-14.22um,2,null,null,null,330.81241,31.76064,-0.00009,0.00006,null,2.82,null,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010000/r22198016/enhanced/SPITZER_S5_22198016_01_merge.tbl"">Table spectrum</a><br />",12144,1403,"Stockton, Alan",40001,7.57612,14.22932
792,null,null,3.3107985300E+02,3.5642181000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
793,0.925818,-106.932493,3.3175831000E+02,1.0233644900E+01,25407488,1,NGC 7212,331.75806,10.23357,5.674E-02,1.342E-03,1.139E-01,2.324E-03,2.917E-01,5.393E-03,4.976E-01,8.958E-03,5.082E-01,9.855E-03,5.221E-01,9.704E-03,8.9566,1.7422,5.1410,4.5838,331.75806,10.23357,148.78441,331.75812,10.23372,65.04441,2008-07-11 14:37:50,IRSX011400,IRS Merged 5.217-37.86um,15,0.774,0.760,0.935,331.75812,10.23361,-0.00007,-0.00004,2.65,2.97,7.28,8.51,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r25407488/enhanced/SPITZER_S5_25407488_01_merge.tbl"">Table spectrum</a><br />",14418,1466,"Levenson, Nancy",50094,5.21725,37.86356
794,33.898701,17.122227,3.3228194600E+02,-2.7809469000E+01,26872320,1,hcg91_minor,332.28510,-27.80047,2.047E-03,8.193E-04,1.879E-03,7.473E-04,1.459E-03,1.470E-03,1.741E-03,2.249E-03,1.967E-03,2.023E-03,2.034E-03,2.154E-03,0.9609,1.3482,0.7128,1.0825,332.28510,-27.80047,155.37682,332.28522,-27.80033,71.63674,2008-06-29 20:49:17,IRSX011400,IRS Merged 5.217-37.86um,15,0.985,0.394,0.404,332.28503,-27.80042,0.00003,-0.00006,null,null,null,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26872320/enhanced/SPITZER_S5_26872320_01_merge.tbl"">Table spectrum</a><br />",15564,1466,"Appleton, Philip",50764,5.21725,37.86356
795,0.162422,37.067735,3.3231755000E+02,-4.7166696000E+01,4856320,1,NGC7213,332.31760,-47.16666,1.096E-01,1.879E-03,2.258E-01,4.129E-03,3.669E-01,6.304E-03,4.787E-01,8.273E-03,4.600E-01,8.719E-03,4.730E-01,8.557E-03,4.1971,1.2537,3.3476,2.0948,332.31760,-47.16666,151.61272,332.31735,-47.16648,67.87214,2004-05-15 13:06:32,IRSX003100,IRS Merged 5.217-37.86um,15,0.956,0.822,0.998,332.31772,-47.16667,-0.00008,0.00001,2.65,2.85,6.61,8.65,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003100/r4856320/enhanced/SPITZER_S5_4856320_01_merge.tbl"">Table spectrum</a><br />",802,723,"Werner, Michael",86,5.21725,37.86356
796,0.764109,103.375250,3.3297453200E+02,1.8697189100E+01,14202112,1,pg2209+184,332.97476,18.69714,1.241E-02,3.979E-04,1.637E-02,4.995E-04,1.998E-02,6.840E-04,2.209E-02,1.006E-03,2.065E-02,9.950E-04,2.189E-02,9.973E-04,1.6640,1.0335,1.6100,1.3372,332.97476,18.69714,149.12738,332.97470,18.69709,65.38736,2006-06-24 17:18:52,IRSX006800,IRS Merged 5.217-37.86um,15,0.938,0.962,1.029,332.97357,18.69761,0.00110,-0.00047,2.70,2.88,6.22,8.23,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX006800/r14202112/enhanced/SPITZER_S5_14202112_01_merge.tbl"">Table spectrum</a><br />",6364,840,"Ogle, Patrick",20142,5.21725,37.86356
797,null,null,3.3353825700E+02,-2.5963728000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
798,0.072336,-13.957090,3.3430110500E+02,1.4239140500E+01,14202368,1,pg2214+139,334.30109,14.23916,null,null,null,null,null,null,9.447E-02,1.854E-03,8.965E-02,1.916E-03,9.202E-02,1.872E-03,null,null,null,null,null,null,null,334.30109,14.23916,-111.95255,2005-12-17 06:23:18,IRSX006000,IRS Merged 14.32-37.86um,12,null,null,1.053,334.30109,14.23914,0.00002,0.00002,null,null,5.96,8.32,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX006000/r14202368/enhanced/SPITZER_S5_14202368_01_merge.tbl"">Table spectrum</a><br />",6365,816,"Ogle, Patrick",20142,14.32338,37.86356
799,null,null,3.3495730000E+02,2.6224444700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
800,null,null,3.3593757500E+02,1.1835878700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
801,0.638891,-59.489754,3.3595642300E+02,-2.1035701000E+00,10830080,1,3C445,335.95627,-2.10348,null,null,null,null,null,null,2.614E-01,6.825E-03,2.455E-01,6.831E-03,2.526E-01,6.749E-03,null,null,null,null,null,null,null,335.95627,-2.10348,-108.41945,2004-11-12 19:44:32,IRSX004000,IRS Merged 14.32-37.86um,12,null,null,1.027,335.95654,-2.10344,-0.00027,-0.00004,null,null,7.64,8.15,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX004000/r10830080/enhanced/SPITZER_S5_10830080_01_merge.tbl"">Table spectrum</a><br />",3103,756,"Siebenmorgen, Ralf",3349,14.32338,37.86356
802,null,null,3.3677404500E+02,3.6361583400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
803,null,null,3.3730775200E+02,6.6780966600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
804,null,null,3.3741701800E+02,-8.5484512000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
